Name,Category,Type,Version,Developer/BundleID,Drive,Install_Path
Logo Maker,macOS Applications,Application,2.4,com.logo.maker.design.creator.app,Internal M2 Ultra,/Applications/Logo Maker.app
Extract Any File,macOS Applications,Application,1.0,com.moonapps.extractanyfile,Internal M2 Ultra,/Applications/Extract Any File.app
Status Saver Scan QR Code WA +,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Status Saver Scan QR Code WA +.app
RoomColors,macOS Applications,Application,1.1,com.codexbit.RoomColors,Internal M2 Ultra,/Applications/RoomColors.app
Nitro,macOS Applications,Application,2026.07.03,com.gentlemencoders.nitro,Internal M2 Ultra,/Applications/Nitro.app
OmniFocus,macOS Applications,Application,4.9.2,com.omnigroup.OmniFocus4,Internal M2 Ultra,/Applications/OmniFocus.app
Docs for Google Docs and Drive,macOS Applications,Application,3.6.5,com.fokusek.docspro.com,Internal M2 Ultra,/Applications/Docs for Google Docs and Drive.app
Mastodon,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Mastodon.app
Amazon Kindle,macOS Applications,Application,7.67,com.amazon.Lassen,Internal M2 Ultra,/Applications/Amazon Kindle.app
Numbers Creator Studio,macOS Applications,Application,15.3.1,com.apple.Numbers,Internal M2 Ultra,/Applications/Numbers Creator Studio.app
Fortinet Support Tool,macOS Applications,Application,3.0.24,com.fortinet.support-tool,Internal M2 Ultra,/Applications/Fortinet Support Tool.app
Core Tunnel,macOS Applications,Application,5.1.1,io.coressh.tunnel,Internal M2 Ultra,/Applications/Core Tunnel.app
MarkChart,macOS Applications,Application,8.3,app.markchart.markchart,Internal M2 Ultra,/Applications/MarkChart.app
Headspace,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Headspace.app
Commander One,macOS Applications,Application,3.17.2,com.eltima.cmd1.mas,Internal M2 Ultra,/Applications/Commander One.app
Parlance,macOS Applications,Application,1.0.0,business.parlance.ParlanceAuditor,Internal M2 Ultra,/Applications/Parlance.app
BugHerd,macOS Applications,Application,3.0.5684,com.bugherd.BugHerdExtension,Internal M2 Ultra,/Applications/BugHerd.app
V2BOX,macOS Applications,Application,10.1.9,hossin.asaadi.V2Box,Internal M2 Ultra,/Applications/V2Box.app
iTermAI,macOS Applications,Application,1.1,com.googlecode.iterm2.iTermAI,Internal M2 Ultra,/Applications/iTermAI.app
Google Drive,macOS Applications,Application,131.0,com.google.drivefs,Internal M2 Ultra,/Applications/Google Drive.app
Prompt,macOS Applications,Application,3.5.2,com.panic.prompt.3,Internal M2 Ultra,/Applications/Prompt.app
InstantPython,macOS Applications,Application,1.0.1,com.instantpython.mac,Internal M2 Ultra,/Applications/InstantPython.app
Docker,macOS Applications,Application,4.79.0,com.docker.docker,Internal M2 Ultra,/Applications/Docker.app
1Blocker,macOS Applications,Application,6.6.3,com.khanov.BlockerX,Internal M2 Ultra,/Applications/1Blocker.app
Cloudflare WARP,macOS Applications,Application,2026.4.1350.0,com.cloudflare.1dot1dot1dot1.macos,Internal M2 Ultra,/Applications/Cloudflare WARP.app
Grammarly for Safari,macOS Applications,Application,9.100,com.grammarly.safari.extension,Internal M2 Ultra,/Applications/Grammarly for Safari.app
Obsidian,macOS Applications,Application,1.12.7,md.obsidian,Internal M2 Ultra,/Applications/Obsidian.app
Talon,macOS Applications,Application,0.4.0,com.talonvoice.Talon,Internal M2 Ultra,/Applications/Talon.app
Element X,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Element X.app
Icon Workshop,macOS Applications,Application,10,com.kobisnir.iConvert,Internal M2 Ultra,/Applications/Icon Workshop.app
iTermBrowserPlugin,macOS Applications,Application,1.0,com.googlecode.iterm2.iTermBrowserPlugin,Internal M2 Ultra,/Applications/iTermBrowserPlugin.app
openglex6,macOS Applications,Application,6.4.99,com.realtechvr.glview4,Internal M2 Ultra,/Applications/openglex6.app
Yokee,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Yokee.app
Movie,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Movie.app
HMAC-SHA256Generator,macOS Applications,Application,1.0,com.ingconti.HMAC-SHA256Generator,Internal M2 Ultra,/Applications/HMAC-SHA256Generator.app
CCMenu,macOS Applications,Application,28.0,net.sourceforge.cruisecontrol.CCMenu,Internal M2 Ultra,/Applications/CCMenu.app
Magnet,macOS Applications,Application,3.0.7,com.crowdcafe.windowmagnet,Internal M2 Ultra,/Applications/Magnet.app
1min.AI,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/1min.AI.app
Switch Plus,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Switch Plus.app
1MDA,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/1MDA.app
Safari,macOS Applications,Application,27.2,com.apple.Safari,Internal M2 Ultra,/Applications/Safari.app
Dictionary,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Dictionary.app
YP,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/YP.app
JSON Peep,macOS Applications,Application,2.2,com.levbruk.JSONPeep,Internal M2 Ultra,/Applications/JSON Peep.app
Amphetamine,macOS Applications,Application,5.3.2,com.if.Amphetamine,Internal M2 Ultra,/Applications/Amphetamine.app
HexToImage,macOS Applications,Application,1.0,com.mightyIT.HexToImageConverter,Internal M2 Ultra,/Applications/HexToImage.app
Demus,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Demus.app
Spark Desktop,macOS Applications,Application,3.30.5,com.readdle.SparkDesktop,Internal M2 Ultra,/Applications/Spark Desktop.app
Flighty,macOS Applications,Application,4.11.0,com.flightyapp.flighty,Internal M2 Ultra,/Applications/Flighty.app
Logic Pro,macOS Applications,Application,12.3.1,com.apple.logic10,Internal M2 Ultra,/Applications/Logic Pro.app
Neat,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Neat.app
beedone,macOS Applications,Application,4.0.5,com.layouceferie.beedone,Internal M2 Ultra,/Applications/beedone.app
Under My Roof,macOS Applications,Application,1.14.1,com.BinaryFormations.UnderMyRoof,Internal M2 Ultra,/Applications/Under My Roof.app
RocketTrader,macOS Applications,Application,7.7.0,com.valemobi.rockettrader,Internal M2 Ultra,/Applications/RocketTrader.app
DEVONsphere Express,macOS Applications,Application,1.9.9,com.devon-technologies.sphereexpress,Internal M2 Ultra,/Applications/DEVONsphere Express.app
Microsoft Excel,macOS Applications,Application,16.113.2,com.microsoft.Excel,Internal M2 Ultra,/Applications/Microsoft Excel.app
eim,macOS Applications,Application,0.18.0,com.espressif.eim.dev,Internal M2 Ultra,/Applications/eim.app
SQL CodePad,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/SQL CodePad.app
Firefox Developer Edition,macOS Applications,Application,157.0,org.mozilla.firefoxdeveloperedition,Internal M2 Ultra,/Applications/Firefox Developer Edition.app
Opera Mini,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Opera Mini.app
MD Viewer,macOS Applications,Application,1.2.1,com.websumo.mdviewer,Internal M2 Ultra,/Applications/MD Viewer.app
BT Inspector,macOS Applications,Application,1.7.1,com.georgegarside.bluetoothinspector,Internal M2 Ultra,/Applications/Bluetooth Inspector.app
UTM,macOS Applications,Application,4.7.5,com.utmapp.UTM,Internal M2 Ultra,/Applications/UTM.app
Plist Extractor,macOS Applications,Application,1.2,com.jaqer.mac.plist,Internal M2 Ultra,/Applications/Plist Extractor.app
YouCut,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/YouCut.app
DevCleaner,macOS Applications,Application,2.8.0,com.oneminutegames.XcodeCleaner,Internal M2 Ultra,/Applications/DevCleaner.app
HTML Editor,macOS Applications,Application,26.0.0,com.int.hex.editor,Internal M2 Ultra,/Applications/HTML Editor.app
ChatGPT,macOS Applications,Application,26.915.31945,com.openai.codex,Internal M2 Ultra,/Applications/ChatGPT.app
Join Meet for Teams Meetings,macOS Applications,Application,1.4,com.hyperdev.jointeams.macos,Internal M2 Ultra,/Applications/Join for Teams.app
CSV Editor Pro X,macOS Applications,Application,1.2,com.csv.prox,Internal M2 Ultra,/Applications/CSV Editor Pro X.app
Free MP4 Converter,macOS Applications,Application,6.3.7,com.anymp4.free-mp4-converter,Internal M2 Ultra,/Applications/Free MP4 Converter.app
Silence Music,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Silence Music.app
‎WhatsApp,macOS Applications,Application,26.36.74,net.whatsapp.WhatsApp,Internal M2 Ultra,/Applications/WhatsApp.app
Microsoft Outlook,macOS Applications,Application,16.113.2,com.microsoft.Outlook,Internal M2 Ultra,/Applications/Microsoft Outlook.app
GitHub Desktop,macOS Applications,Application,3.6.5,com.github.GitHubClient,Internal M2 Ultra,/Applications/GitHub Desktop.app
Transmit,macOS Applications,Application,5.11.6,com.panic.transmit.mas,Internal M2 Ultra,/Applications/Transmit.app
FrameBuddy,macOS Applications,Application,1.3,de.flowritesco.ScreenshotFramer,Internal M2 Ultra,/Applications/FrameBuddy.app
Merger,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Merger.app
Folder-Compare-Lite,macOS Applications,Application,3.0,com.TryBest.FolderCompareLite,Internal M2 Ultra,/Applications/Folder-Compare-Lite.app
Device Monitor,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Device Monitor.app
DEVONagent Lite,macOS Applications,Application,3.11.11,com.devon-technologies.agentlite,Internal M2 Ultra,/Applications/DEVONagent Lite.app
IntelliJ IDEA,macOS Applications,Application,2026.1.4,com.jetbrains.intellij,Internal M2 Ultra,/Applications/IntelliJ IDEA.app
Pencil,macOS Applications,Application,3.1.1,vn.evolus.pencil,Internal M2 Ultra,/Applications/Pencil.app
Refined GitHub,macOS Applications,Application,26.7,com.sindresorhus.Refined-GitHub,Internal M2 Ultra,/Applications/Refined GitHub.app
Collection,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Collection.app
Icon Maker Professional,macOS Applications,Application,1.0.1,com.mck.Icon-Maker-Pro,Internal M2 Ultra,/Applications/Icon Maker Professional.app
HexColor,macOS Applications,Application,2.0,ru.DeepIT.HexColor,Internal M2 Ultra,/Applications/HexColor.app
OC Transpo,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/OC Transpo.app
MyRogers,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/MyRogers.app
Cloudflare Events,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Cloudflare Events.app
Shop Detector,macOS Applications,Application,1.0,com.yourCompany.Shopify-Detector-by-Tebiko,Internal M2 Ultra,/Applications/Shop Detector.app
Comment Wrapper,macOS Applications,Application,1.1,com.stevebarnegren.xcodecommentwrapper,Internal M2 Ultra,/Applications/Comment Wrapper.app
Keynote,macOS Applications,Application,14.5,com.apple.iWork.Keynote,Internal M2 Ultra,/Applications/Keynote.app
RustDesk,macOS Applications,Application,1.4.9,com.carriez.rustdesk,Internal M2 Ultra,/Applications/RustDesk.app
Apple Configurator,macOS Applications,Application,2.20,com.apple.configurator.ui,Internal M2 Ultra,/Applications/Apple Configurator.app
Glance,macOS Applications,Application,3.0,com.soleoffice.glance,Internal M2 Ultra,/Applications/Glance.app
Thunderbird,macOS Applications,Application,156.0.1,org.mozilla.thunderbird,Internal M2 Ultra,/Applications/Thunderbird.app
Typst Editor,macOS Applications,Application,1.4.5,com.micheleyin.typst-editor,Internal M2 Ultra,/Applications/Typst Editor.app
SQLPro for MSSQL,macOS Applications,Application,2026.171,com.hankinsoft.osx.tinysqlstudio,Internal M2 Ultra,/Applications/SQLPro for MSSQL.app
Screens 5,macOS Applications,Application,5.9.2,com.edovia.screens.5,Internal M2 Ultra,/Applications/Screens 5.app
Brook,macOS Applications,Application,20260101,com.txthinking.brook,Internal M2 Ultra,/Applications/Brook.app
VVTerm,macOS Applications,Application,3.2.1,app.vivy.VivyTerm,Internal M2 Ultra,/Applications/VVTerm.app
Penligent,macOS Applications,Application,2.1.3,com.futureshare.penligent,Internal M2 Ultra,/Applications/Penligent.app
djay Pro,macOS Applications,Application,5.6.9,com.algoriddim.djay-iphone-free,Internal M2 Ultra,/Applications/djay Pro.app
SEO Tracer,macOS Applications,Application,1.5.0,ca.perpetualmedia.SEOCrawler,Internal M2 Ultra,/Applications/SEO Tracer.app
Play Console,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Play Console.app
SubEthaEdit,macOS Applications,Application,5.2.4,de.codingmonkeys.SubEthaEdit.Mac,Internal M2 Ultra,/Applications/SubEthaEdit.app
Live Weather,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Live Weather.app
Recorder Pro,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Recorder Pro.app
Netutilus,macOS Applications,Application,1.18.0,app.macos.NetProbe,Internal M2 Ultra,/Applications/Netutilus.app
Navicat Premium Lite,macOS Applications,Application,17.3.12,com.navicat.NavicatPremiumLite,Internal M2 Ultra,/Applications/Navicat Premium Lite.app
Keynote Creator Studio,macOS Applications,Application,15.3.1,com.apple.Keynote,Internal M2 Ultra,/Applications/Keynote Creator Studio.app
TranslateKit,macOS Applications,Application,4.2.5,dev.fline.SCTranslator,Internal M2 Ultra,/Applications/TranslateKit.app
Linear,macOS Applications,Application,1.32.4,com.linear,Internal M2 Ultra,/Applications/Linear.app
Google Docs,macOS Applications,Application,131.0,com.google.drivefs.shortcuts.docs,Internal M2 Ultra,/Applications/Google Docs.app
SnailSVNLite,macOS Applications,Application,1.15.17,net.langui.SnailSVNFree,Internal M2 Ultra,/Applications/SnailSVNLite.app
nazca,macOS Applications,Application,1.0,tn.jhona.nazca,Internal M2 Ultra,/Applications/nazca.app
GIMP,macOS Applications,Application,3.2.4,org.gimp.gimp,Internal M2 Ultra,/Applications/GIMP.app
Codex,macOS Applications,Application,26.602.40724,com.openai.codex,Internal M2 Ultra,/Applications/Codex.app
Parquet Viewer,macOS Applications,Application,4.4.0,tech.bitflex.parquetviewer,Internal M2 Ultra,/Applications/Parquet Viewer.app
Audio Hijack,macOS Applications,Application,4.5.9,com.rogueamoeba.audiohijack,Internal M2 Ultra,/Applications/Audio Hijack.app
Wibbi,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Wibbi.app
Hammerspoon,macOS Applications,Application,1.1.1,org.hammerspoon.Hammerspoon,Internal M2 Ultra,/Applications/Hammerspoon.app
Google Sheets,macOS Applications,Application,131.0,com.google.drivefs.shortcuts.sheets,Internal M2 Ultra,/Applications/Google Sheets.app
Sunset Code,macOS Applications,Application,1.7,com.mckinleykeys.sunsetcode,Internal M2 Ultra,/Applications/Sunset Code.app
Advanced Ip Scanner,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Advanced Ip Scanner.app
Red,macOS Applications,Application,2.2,com.echodot.Red,Internal M2 Ultra,/Applications/Red.app
Red Lines Tools,macOS Applications,Application,1.6,com.3bitlab.redLines,Internal M2 Ultra,/Applications/Red Lines Tools.app
Krita,macOS Applications,Application,5.3.1,org.krita,Internal M2 Ultra,/Applications/krita.app
My Lyric Book,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/My Lyric Book.app
DaVinci Resolve,macOS Applications,Application,21.1.0,com.blackmagic-design.DaVinciResolveLite,Internal M2 Ultra,/Applications/DaVinci Resolve.app
Snippit,macOS Applications,Application,5.0.3,uk.co.alexanderlogan.snippit,Internal M2 Ultra,/Applications/Snippit.app
Mozilla VPN,macOS Applications,Application,2.39.0,org.mozilla.macos.FirefoxVPN,Internal M2 Ultra,/Applications/Mozilla VPN.app
Color Picker,macOS Applications,Application,2.2.3,com.sindresorhus.Color-Picker,Internal M2 Ultra,/Applications/Color Picker.app
Final Cut Pro Creator Studio,macOS Applications,Application,12.3,com.apple.FinalCutApp,Internal M2 Ultra,/Applications/Final Cut Pro Creator Studio.app
Meta Quest Remote Desktop,macOS Applications,Application,89.0.0.6.108,com.meta.virtualdesktop,Internal M2 Ultra,/Applications/Meta Quest Remote Desktop.app
Open App,macOS Applications,Application,1.6.3,com.innovatech.tabs,Internal M2 Ultra,/Applications/Open App.app
Brave Browser,macOS Applications,Application,148.1.90.122,com.brave.Browser,Internal M2 Ultra,/Applications/Brave Browser.app
Music Tool,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Music Tool.app
Enchanted,macOS Applications,Application,1.7.2,subj.Enchanted,Internal M2 Ultra,/Applications/Enchanted.app
Pages,macOS Applications,Application,14.5,com.apple.iWork.Pages,Internal M2 Ultra,/Applications/Pages.app
